"","Sample.No.","Sample.Code","Length","Mid.1","Mid.2","Volume","OvalityPct","Ovality"
"7112",190,"190TY18400152492270",3.71,27.3,26.9,0.214,"1.50%",1.5
"7113",190,"190TY18400152492270",3.73,36.2,33.5,0.356,"8.10%",8.1
"7114",190,"190TY18400152492270",3.69,26.8,24.5,0.191,"9.40%",9.4
"7115",190,"190TY18400152492270",3.71,35.8,34.8,0.363,"2.90%",2.9
"7116",190,"190TY18400152492270",3.72,26.8,24.9,0.195,"7.60%",7.6
"7117",190,"190TY18400152492270",3.73,33.5,32.7,0.321,"2.40%",2.4
"7118",190,"190TY18400152492270",3.69,43.5,42.2,0.532,"3.10%",3.1
"7119",190,"190TY18400152492270",3.74,47.2,47,0.652,"0.40%",0.4
"7120",190,"190TY18400152492270",3.74,26.9,27.5,0.217,"2.20%",2.2
"7121",190,"190TY18400152492270",3.74,20.5,18.6,0.112,"10.20%",10.2
"7122",190,"190TY18400152492270",3.74,37.8,39.1,0.434,"3.40%",3.4
"7123",190,"190TY18400152492270",3.71,32,29.2,0.273,"9.60%",9.6
"7124",190,"190TY18400152492270",3.71,26.9,28.2,0.221,"4.80%",4.8
"7125",190,"190TY18400152492270",3.7,22.8,21.5,0.143,"6.00%",6
"7126",190,"190TY18400152492270",3.73,27.3,23.5,0.189,"16.20%",16.2
"7127",190,"190TY18400152492270",3.73,24.6,23.3,0.168,"5.60%",5.6
"7128",190,"190TY18400152492270",3.7,31.5,29.9,0.274,"5.40%",5.4
"7129",190,"190TY18400152492270",3.74,47.2,47,0.652,"0.40%",0.4
"7130",190,"190TY18400152492270",3.74,26.9,27.5,0.217,"2.20%",2.2
"7131",190,"190TY18400152492270",3.74,20.5,18.6,0.112,"10.20%",10.2
"7132",190,"190TY18400152492270",3.74,37.8,39.1,0.434,"3.40%",3.4
"7133",190,"190TY18400152492270",3.71,32,29.2,0.273,"9.60%",9.6
"7134",190,"190TY18400152492270",3.71,26.9,28.2,0.221,"4.80%",4.8
"7135",190,"190TY18400152492270",3.7,22.8,21.5,0.143,"6.00%",6
"7136",190,"190TY18400152492270",3.73,27.3,23.5,0.189,"16.20%",16.2
"7137",190,"190TY18400152492270",3.73,24.6,23.3,0.168,"5.60%",5.6
"7138",190,"190TY18400152492270",3.7,31.5,29.9,0.274,"5.40%",5.4
"7139",191,"191KY10400252492050",4.87,24.3,23.3,0.217,"4.30%",4.3
"7140",191,"191KY10400252492050",4.87,18.6,17.7,0.126,"5.10%",5.1
"7141",191,"191KY10400252492050",5.22,20.6,19.1,0.162,"7.90%",7.9
"7142",191,"191KY10400252492050",4.89,18.3,17.1,0.12,"7.00%",7
"7143",191,"191KY10400252492050",4.86,23.9,22.1,0.202,"8.10%",8.1
"7144",191,"191KY10400252492050",4.86,20.4,20,0.156,"2.00%",2
"7145",191,"191KY10400252492050",4.89,19.8,19.7,0.15,"0.50%",0.5
"7146",191,"191KY10400252492050",4.9,19.4,20.7,0.155,"6.70%",6.7
"7147",191,"191KY10400252492050",4.89,28.1,26.9,0.29,"4.50%",4.5
"7148",191,"191KY10400252492050",4.9,18.3,18.6,0.131,"1.60%",1.6
"7149",191,"191KY10400252492050",4.87,24.3,23.3,0.217,"4.30%",4.3
"7150",191,"191KY10400252492050",4.87,18.6,17.7,0.126,"5.10%",5.1
"7151",191,"191KY10400252492050",5.22,20.6,19.1,0.162,"7.90%",7.9
"7152",191,"191KY10400252492050",4.89,18.3,17.1,0.12,"7.00%",7
"7153",191,"191KY10400252492050",4.86,23.9,22.1,0.202,"8.10%",8.1
"7154",191,"191KY10400252492050",4.86,20.4,20,0.156,"2.00%",2
"7155",191,"191KY10400252492050",4.89,19.8,19.7,0.15,"0.50%",0.5
"7156",191,"191KY10400252492050",4.9,19.4,20.7,0.155,"6.70%",6.7
"7157",191,"191KY10400252492050",4.89,28.1,26.9,0.29,"4.50%",4.5
"7158",191,"191KY10400252492050",4.9,18.3,18.6,0.131,"1.60%",1.6
"7159",191,"191KY10400252492050",4.87,22.7,21.8,0.189,"4.10%",4.1
"7160",191,"191KY10400252492050",4.89,18.4,19.1,0.135,"3.80%",3.8
"7161",191,"191KY10400252492050",4.85,24.4,23.5,0.218,"3.80%",3.8
"7162",191,"191KY10400252492050",4.89,26.7,25.4,0.261,"5.10%",5.1
"7163",191,"191KY10400252492050",4.87,21.4,21.3,0.174,"0.50%",0.5
"7165",191,"191KY10400252492050",4.86,20.5,20.4,0.16,"0.50%",0.5
"7166",191,"191KY10400252492050",4.88,28.3,27.8,0.302,"1.80%",1.8
"7167",191,"191KY10400252492050",4.87,21.3,20.5,0.167,"3.90%",3.9
"7168",191,"191KY10400252492050",4.89,21.2,21.6,0.176,"1.90%",1.9
"7169",191,"191KY10400252492050",4.88,26.1,25.9,0.259,"0.80%",0.8
"7170",191,"191KY10400252492050",4.88,20.1,19.5,0.15,"3.10%",3.1
"7171",191,"191KY10400252492050",4.9,18.7,18.8,0.135,"0.50%",0.5
"7172",191,"191KY10400252492050",4.88,22.2,21.3,0.181,"4.20%",4.2
"7173",191,"191KY10400252492050",4.88,20.2,19.9,0.154,"1.50%",1.5
"7174",191,"191KY10400252492050",4.9,28.3,27.4,0.298,"3.30%",3.3
"7175",191,"191KY10400252492050",4.88,20.1,19.5,0.15,"3.10%",3.1
"7176",191,"191KY10400252492050",4.9,18.7,18.8,0.135,"0.50%",0.5
"7177",191,"191KY10400252492050",4.88,22.2,21.3,0.181,"4.20%",4.2
"7178",191,"191KY10400252492050",4.88,20.2,19.9,0.154,"1.50%",1.5
"7179",191,"191KY10400252492050",4.9,28.3,27.4,0.298,"3.30%",3.3
"7180",191,"191KY10400252492050",4.86,22.9,24.1,0.211,"5.20%",5.2
"7181",191,"191KY10400252492050",4.92,24.1,24.8,0.231,"2.90%",2.9
"7182",191,"191KY10400252492050",4.86,26.7,26.3,0.268,"1.50%",1.5
"7183",191,"191KY10400252492050",4.89,26.5,26.4,0.269,"0.40%",0.4
"7184",191,"191KY10400252492050",4.88,26.5,25.2,0.256,"5.20%",5.2
"7185",191,"191KY10400252492050",4.87,27.6,26.6,0.281,"3.80%",3.8
"7186",192,"192CK294752492456",4.93,28.3,27.5,0.301,"2.90%",2.9
"7187",192,"192CK294752492456",4.91,23.9,21,0.194,"13.80%",13.8
"7188",192,"192CK294752492456",4.88,16.6,17.3,0.11,"4.20%",4.2
"7189",192,"192CK294752492456",4.9,29.8,29.7,0.341,"0.30%",0.3
"7190",192,"192CK294752492456",4.9,25.3,23.6,0.23,"7.20%",7.2
"7191",192,"192CK294752492456",4.95,34.3,32.2,0.43,"6.50%",6.5
"7192",192,"192CK294752492456",4.91,20.5,20,0.158,"2.50%",2.5
"7193",192,"192CK294752492456",4.91,23.9,21,0.194,"13.80%",13.8
"7194",192,"192CK294752492456",4.88,16.6,17.3,0.11,"4.20%",4.2
"7195",192,"192CK294752492456",4.9,29.8,29.7,0.341,"0.30%",0.3
"7196",192,"192CK294752492456",4.9,25.3,23.6,0.23,"7.20%",7.2
"7197",192,"192CK294752492456",4.95,34.3,32.2,0.43,"6.50%",6.5
"7198",192,"192CK294752492456",4.91,20.5,20,0.158,"2.50%",2.5
"7199",192,"192CK294752492456",4.89,21.2,19.7,0.161,"7.60%",7.6
"7200",192,"192CK294752492456",4.91,32.7,32.9,0.415,"0.60%",0.6
"7201",192,"192CK294752492456",4.93,19.9,19.6,0.151,"1.50%",1.5
"7202",192,"192CK294752492456",4.93,30.4,28.8,0.339,"5.60%",5.6
"7203",192,"192CK294752492456",4.89,32.9,31.7,0.401,"3.80%",3.8
"7204",192,"192CK294752492456",4.9,18.8,17.8,0.129,"5.60%",5.6
"7205",192,"192CK294752492456",4.91,33.1,31.9,0.407,"3.80%",3.8
"7206",192,"192CK294752492456",4.92,29.8,28.3,0.326,"5.30%",5.3
"7207",192,"192CK294752492456",4.9,23.2,24.2,0.216,"4.30%",4.3
"7208",192,"192CK294752492456",4.88,28.5,26.9,0.294,"5.90%",5.9
"7209",192,"192CK294752492456",4.88,18.8,20.5,0.148,"9.00%",9
"7210",192,"192CK294752492456",4.87,26.3,25.7,0.259,"2.30%",2.3
"7211",192,"192CK294752492456",4.91,20,20.3,0.157,"1.50%",1.5
"7212",192,"192CK294752492456",4.9,18.8,17.8,0.129,"5.60%",5.6
"7213",192,"192CK294752492456",4.91,33.1,31.9,0.407,"3.80%",3.8
"7214",192,"192CK294752492456",4.92,29.8,28.3,0.326,"5.30%",5.3
"7215",192,"192CK294752492456",4.9,23.2,24.2,0.216,"4.30%",4.3
"7216",192,"192CK294752492456",4.88,28.5,26.9,0.294,"5.90%",5.9
"7217",192,"192CK294752492456",4.88,18.8,20.5,0.148,"9.00%",9
"7218",192,"192CK294752492456",4.87,26.3,25.7,0.259,"2.30%",2.3
"7219",192,"192CK294752492456",4.91,20,20.3,0.157,"1.50%",1.5
"7220",192,"192CK294752492456",4.89,20.3,20.1,0.157,"1.00%",1
"7221",192,"192CK294752492456",4.93,21.3,21.9,0.181,"2.80%",2.8
"7222",192,"192CK294752492456",4.91,26.6,25.4,0.261,"4.70%",4.7
"7223",192,"192CK294752492456",4.89,20.4,18.5,0.145,"10.30%",10.3
"7224",192,"192CK294752492456",4.88,23.8,24.3,0.222,"2.10%",2.1
"7225",192,"192CK294752492456",4.9,31.2,30.8,0.37,"1.30%",1.3
"7226",192,"192CK294752492456",4.92,37.2,32.4,0.468,"14.80%",14.8
"7227",192,"192CK294752492456",4.92,26.2,25.8,0.261,"1.60%",1.6
"7228",192,"192CK294752492456",4.9,29.7,28.6,0.327,"3.80%",3.8
"7229",192,"192CK294752492456",4.9,31.2,30.8,0.37,"1.30%",1.3
"7230",192,"192CK294752492456",4.92,37.2,32.4,0.468,"14.80%",14.8
"7231",192,"192CK294752492456",4.92,26.2,25.8,0.261,"1.60%",1.6
"7232",192,"192CK294752492456",4.9,29.7,28.6,0.327,"3.80%",3.8
"7233",193,"193TY05400152492560",3.91,30.9,28.7,0.273,"7.70%",7.7
"7234",193,"193TY05400152492560",3.69,19,18.1,0.1,"5.00%",5
"7235",193,"193TY05400152492560",3.69,16.5,15.9,0.076,"3.80%",3.8
"7236",193,"193TY05400152492560",3.73,32.9,32.1,0.309,"2.50%",2.5
"7237",193,"193TY05400152492560",3.66,23.8,22.1,0.151,"7.70%",7.7
"7238",193,"193TY05400152492560",3.68,16.2,15,0.07,"8.00%",8
"7239",193,"193TY05400152492560",3.69,15.2,15.1,0.067,"0.70%",0.7
"7240",193,"193TY05400152492560",3.68,27,26.2,0.205,"3.10%",3.1
"7241",193,"193TY05400152492560",3.65,21.3,21,0.128,"1.40%",1.4
"7242",193,"193TY05400152492560",3.73,16.3,16.5,0.079,"1.20%",1.2
"7243",193,"193TY05400152492560",3.71,23.6,22.2,0.153,"6.30%",6.3
"7244",193,"193TY05400152492560",3.69,16.8,16.3,0.079,"3.10%",3.1
"7245",193,"193TY05400152492560",3.7,16.1,15.1,0.071,"6.60%",6.6
"7246",193,"193TY05400152492560",3.73,19.1,18.7,0.105,"2.10%",2.1
"7247",193,"193TY05400152492560",3.67,20.5,19.9,0.118,"3.00%",3
"7248",193,"193TY05400152492560",3.72,17.3,18,0.091,"4.00%",4
"7249",193,"193TY05400152492560",3.74,16.1,14.7,0.07,"9.50%",9.5
"7250",193,"193TY05400152492560",3.91,30.9,28.7,0.273,"7.70%",7.7
"7251",193,"193TY05400152492560",3.69,19,18.1,0.1,"5.00%",5
"7252",193,"193TY05400152492560",3.69,16.5,15.9,0.076,"3.80%",3.8
"7253",193,"193TY05400152492560",3.73,32.9,32.1,0.309,"2.50%",2.5
"7254",193,"193TY05400152492560",3.66,23.8,22.1,0.151,"7.70%",7.7
"7255",193,"193TY05400152492560",3.68,16.2,15,0.07,"8.00%",8
"7256",193,"193TY05400152492560",3.69,15.2,15.1,0.067,"0.70%",0.7
"7257",193,"193TY05400152492560",3.68,27,26.2,0.205,"3.10%",3.1
"7258",193,"193TY05400152492560",3.65,21.3,21,0.128,"1.40%",1.4
"7259",193,"193TY05400152492560",3.73,16.3,16.5,0.079,"1.20%",1.2
"7260",193,"193TY05400152492560",3.71,23.6,22.2,0.153,"6.30%",6.3
"7261",193,"193TY05400152492560",3.69,16.8,16.3,0.079,"3.10%",3.1
"7262",193,"193TY05400152492560",3.7,16.1,15.1,0.071,"6.60%",6.6
"7263",193,"193TY05400152492560",3.73,19.1,18.7,0.105,"2.10%",2.1
"7264",193,"193TY05400152492560",3.67,20.5,19.9,0.118,"3.00%",3
"7265",193,"193TY05400152492560",3.72,17.3,18,0.091,"4.00%",4
"7266",193,"193TY05400152492560",3.74,16.1,14.7,0.07,"9.50%",9.5
"7267",193,"193TY05400152492560",3.69,30.1,29.2,0.255,"3.10%",3.1
"7268",193,"193TY05400152492560",3.69,17.7,17.4,0.089,"1.70%",1.7
"7269",193,"193TY05400152492560",3.73,15.9,15.9,0.074,"0.00%",0
"7270",193,"193TY05400152492560",3.72,18.3,17.7,0.095,"3.40%",3.4
"7271",193,"193TY05400152492560",3.76,17.8,17.5,0.092,"1.70%",1.7
"7272",193,"193TY05400152492560",3.68,21.8,20.9,0.132,"4.30%",4.3
"7273",193,"193TY05400152492560",3.68,19.4,19.3,0.108,"0.50%",0.5
"7274",193,"193TY05400152492560",3.69,17.9,15.6,0.081,"14.70%",14.7
"7275",193,"193TY05400152492560",3.71,25.2,25.1,0.184,"0.40%",0.4
"7277",193,"193TY05400152492560",3.7,19.7,19.6,0.112,"0.50%",0.5
"7278",193,"193TY05400152492560",3.69,20.4,19.3,0.114,"5.70%",5.7
"7279",194,"194KK06401152492536",3.64,41.1,38.6,0.454,"6.50%",6.5
"7280",194,"194KK06401152492536",3.72,31.3,30.9,0.283,"1.30%",1.3
"7281",194,"194KK06401152492536",3.69,31.9,31.8,0.294,"0.30%",0.3
"7282",194,"194KK06401152492536",3.7,34.6,34.2,0.344,"1.20%",1.2
"7283",194,"194KK06401152492536",3.71,27.2,26.6,0.211,"2.30%",2.3
"7284",194,"194KK06401152492536",3.72,32,31.7,0.296,"0.90%",0.9
"7285",194,"194KK06401152492536",3.69,29.3,29.5,0.251,"0.70%",0.7
"7286",194,"194KK06401152492536",3.69,24.1,24.3,0.17,"0.80%",0.8
"7287",194,"194KK06401152492536",3.74,32.2,27.3,0.26,"17.90%",17.9
"7288",194,"194KK06401152492536",3.7,34.6,34.2,0.344,"1.20%",1.2
"7289",194,"194KK06401152492536",3.71,27.2,26.6,0.211,"2.30%",2.3
"7290",194,"194KK06401152492536",3.72,32,31.7,0.296,"0.90%",0.9
"7291",194,"194KK06401152492536",3.69,29.3,29.5,0.251,"0.70%",0.7
"7292",194,"194KK06401152492536",3.69,24.1,24.3,0.17,"0.80%",0.8
"7293",194,"194KK06401152492536",3.74,32.2,27.3,0.26,"17.90%",17.9
"7294",194,"194KK06401152492536",3.71,29.9,30.5,0.266,"2.00%",2
"7295",194,"194KK06401152492536",3.74,20.4,20.6,0.123,"1.00%",1
"7296",194,"194KK06401152492536",3.74,31.9,30.5,0.286,"4.60%",4.6
"7297",194,"194KK06401152492536",3.72,32.8,30.4,0.292,"7.90%",7.9
"7298",194,"194KK06401152492536",3.71,28.6,27.9,0.233,"2.50%",2.5
"7299",194,"194KK06401152492536",3.73,22.2,22.5,0.146,"1.40%",1.4
"7300",194,"194KK06401152492536",3.73,30,32.5,0.286,"8.30%",8.3
"7301",194,"194KK06401152492536",3.7,27.9,26,0.211,"7.30%",7.3
"7302",194,"194KK06401152492536",3.7,28.2,27.9,0.229,"1.10%",1.1
"7303",194,"194KK06401152492536",3.72,25.7,25.7,0.193,"0.00%",0
"7304",194,"194KK06401152492536",3.7,27.1,26.6,0.209,"1.90%",1.9
"7305",194,"194KK06401152492536",3.71,27.2,28.5,0.226,"4.80%",4.8
"7306",194,"194KK06401152492536",3.71,31.5,30.9,0.284,"1.90%",1.9
"7307",194,"194KK06401152492536",3.69,30,27.2,0.237,"10.30%",10.3
"7308",194,"194KK06401152492536",3.7,33.7,32.7,0.32,"3.10%",3.1
"7309",194,"194KK06401152492536",3.73,30,32.5,0.286,"8.30%",8.3
"7310",194,"194KK06401152492536",3.7,27.9,26,0.211,"7.30%",7.3
"7311",194,"194KK06401152492536",3.7,28.2,27.9,0.229,"1.10%",1.1
"7312",194,"194KK06401152492536",3.72,25.7,25.7,0.193,"0.00%",0
"7313",194,"194KK06401152492536",3.7,27.1,26.6,0.209,"1.90%",1.9
"7314",194,"194KK06401152492536",3.71,27.2,28.5,0.226,"4.80%",4.8
"7315",194,"194KK06401152492536",3.71,31.5,30.9,0.284,"1.90%",1.9
"7316",194,"194KK06401152492536",3.69,30,27.2,0.237,"10.30%",10.3
"7317",194,"194KK06401152492536",3.7,33.7,32.7,0.32,"3.10%",3.1
"7318",195,"195WD01401552492669",5.49,17.5,17.8,0.134,"1.70%",1.7
"7319",195,"195WD01401552492669",5.52,17.9,17.3,0.134,"3.50%",3.5
"7320",195,"195WD01401552492669",5.51,19.6,18.3,0.155,"7.10%",7.1
"7321",195,"195WD01401552492669",5.49,18.9,17.5,0.143,"8.00%",8
"7322",195,"195WD01401552492669",5.54,23.2,25.8,0.261,"11.20%",11.2
"7323",195,"195WD01401552492669",5.5,17.6,18.3,0.139,"4.00%",4
"7324",195,"195WD01401552492669",5.54,25,25.2,0.274,"0.80%",0.8
"7325",195,"195WD01401552492669",5.5,17.6,18.5,0.141,"5.10%",5.1
"7326",195,"195WD01401552492669",5.53,29.1,29.7,0.375,"2.10%",2.1
"7327",195,"195WD01401552492669",5.53,28.8,26.6,0.333,"8.30%",8.3
"7328",195,"195WD01401552492669",5.52,20.8,20,0.18,"4.00%",4
"7329",195,"195WD01401552492669",5.52,21.5,21.5,0.2,"0.00%",0
"7330",195,"195WD01401552492669",5.52,18.3,18.7,0.148,"2.20%",2.2
"7331",195,"195WD01401552492669",5.48,26.6,25.6,0.293,"3.90%",3.9
"7332",195,"195WD01401552492669",5.52,28,27.1,0.329,"3.30%",3.3
"7333",195,"195WD01401552492669",5.52,19.6,20.2,0.172,"3.10%",3.1
"7334",195,"195WD01401552492669",5.5,19,18.9,0.155,"0.50%",0.5
"7335",195,"195WD01401552492669",5.51,25,23.6,0.256,"5.90%",5.9
"7336",195,"195WD01401552492669",5.52,27.7,25,0.301,"10.80%",10.8
"7337",195,"195WD01401552492669",5.54,25.7,23.2,0.26,"10.80%",10.8
"7338",195,"195WD01401552492669",5.51,22.3,23.1,0.223,"3.60%",3.6
"7339",195,"195WD01401552492669",5.51,23.6,22.3,0.228,"5.80%",5.8
"7340",195,"195WD01401552492669",5.51,17,16.3,0.12,"4.30%",4.3
"7341",195,"195WD01401552492669",5.44,33.1,32.5,0.46,"1.80%",1.8
"7342",195,"195WD01401552492669",5.52,19.8,20,0.172,"1.00%",1
"7343",195,"195WD01401552492669",5.51,15.5,15.1,0.101,"2.60%",2.6
"7344",195,"195WD01401552492669",5.52,20.8,20,0.18,"4.00%",4
"7345",195,"195WD01401552492669",5.47,23,23.1,0.228,"0.40%",0.4
"7346",195,"195WD01401552492669",5.54,29.7,28.3,0.366,"4.90%",4.9
"7347",195,"195WD01401552492669",5.54,26.7,26.8,0.311,"0.40%",0.4
"7348",195,"195WD01401552492669",5.5,17.6,18.3,0.139,"4.00%",4
"7349",195,"195WD01401552492669",5.54,25,25.2,0.274,"0.80%",0.8
"7350",195,"195WD01401552492669",5.5,17.6,18.5,0.141,"5.10%",5.1
"7351",195,"195WD01401552492669",5.53,29.1,29.7,0.375,"2.10%",2.1
"7352",195,"195WD01401552492669",5.53,28.8,26.6,0.333,"8.30%",8.3
"7353",195,"195WD01401552492669",5.52,20.8,20,0.18,"4.00%",4
"7354",195,"195WD01401552492669",5.52,21.5,21.5,0.2,"0.00%",0
"7355",195,"195WD01401552492669",5.52,18.3,18.7,0.148,"2.20%",2.2
"7356",195,"195WD01401552492669",5.48,26.6,25.6,0.293,"3.90%",3.9
"7357",195,"195WD01401552492669",5.52,28,27.1,0.329,"3.30%",3.3
"7358",195,"195WD01401552492669",5.52,19.6,20.2,0.172,"3.10%",3.1
"7359",195,"195WD01401552492669",5.5,19,18.9,0.155,"0.50%",0.5
"7360",195,"195WD01401552492669",5.51,25,23.6,0.256,"5.90%",5.9
"7361",195,"195WD01401552492669",5.52,27.7,25,0.301,"10.80%",10.8
"7362",195,"195WD01401552492669",5.54,25.7,23.2,0.26,"10.80%",10.8
"7363",195,"195WD01401552492669",5.51,22.3,23.1,0.223,"3.60%",3.6
"7364",195,"195WD01401552492669",5.51,23.6,22.3,0.228,"5.80%",5.8
"7365",195,"195WD01401552492669",5.51,17,16.3,0.12,"4.30%",4.3
"7366",195,"195WD01401552492669",5.44,33.1,32.5,0.46,"1.80%",1.8
"7367",195,"195WD01401552492669",5.52,19.8,20,0.172,"1.00%",1
"7368",195,"195WD01401552492669",5.51,15.5,15.1,0.101,"2.60%",2.6
"7369",195,"195WD01401552492669",5.52,20.8,20,0.18,"4.00%",4
"7370",195,"195WD01401552492669",5.47,23,23.1,0.228,"0.40%",0.4
"7371",195,"195WD01401552492669",5.54,29.7,28.3,0.366,"4.90%",4.9
"7372",195,"195WD01401552492669",5.54,26.7,26.8,0.311,"0.40%",0.4
"7374",196,"196WW07400652492840",4.88,33.3,33.7,0.43,"1.20%",1.2
"7375",196,"196WW07400652492840",4.88,24.9,24.3,0.232,"2.50%",2.5
"7376",196,"196WW07400652492840",4.87,24.5,25.1,0.235,"2.40%",2.4
"7377",196,"196WW07400652492840",4.89,23.9,25.1,0.231,"5.00%",5
"7378",196,"196WW07400652492840",4.97,28.1,27.8,0.305,"1.10%",1.1
"7379",196,"196WW07400652492840",4.91,21.1,19.9,0.162,"6.00%",6
"7380",196,"196WW07400652492840",4.87,27.9,26.9,0.287,"3.70%",3.7
"7381",196,"196WW07400652492840",5.05,28.6,27.6,0.313,"3.60%",3.6
"7382",196,"196WW07400652492840",4.9,18.9,20.5,0.149,"8.50%",8.5
"7383",196,"196WW07400652492840",4.93,25.6,24.8,0.246,"3.20%",3.2
"7384",196,"196WW07400652492840",4.67,36.4,35.9,0.479,"1.40%",1.4
"7385",196,"196WW07400652492840",4.91,29.2,29.1,0.328,"0.30%",0.3
"7386",196,"196WW07400652492840",4.81,27,24.6,0.251,"9.80%",9.8
"7387",196,"196WW07400652492840",4.89,29,27.5,0.307,"5.50%",5.5
"7388",196,"196WW07400652492840",4.9,18.9,20.5,0.149,"8.50%",8.5
"7389",196,"196WW07400652492840",4.93,25.6,24.8,0.246,"3.20%",3.2
"7390",196,"196WW07400652492840",4.67,36.4,35.9,0.479,"1.40%",1.4
"7391",196,"196WW07400652492840",4.91,29.2,29.1,0.328,"0.30%",0.3
"7392",196,"196WW07400652492840",4.81,27,24.6,0.251,"9.80%",9.8
"7393",196,"196WW07400652492840",4.89,29,27.5,0.307,"5.50%",5.5
"7394",196,"196WW07400652492840",4.84,17.9,17.9,0.122,"0.00%",0
"7395",196,"196WW07400652492840",4.89,24.1,22.5,0.209,"7.10%",7.1
"7396",196,"196WW07400652492840",4.91,31.1,29.6,0.355,"5.10%",5.1
"7397",196,"196WW07400652492840",4.96,32.5,31.1,0.394,"4.50%",4.5
"7398",196,"196WW07400652492840",4.89,25.2,23.3,0.226,"8.20%",8.2
"7399",196,"196WW07400652492840",4.89,23.2,23.4,0.209,"0.90%",0.9
"7401",196,"196WW07400652492840",4.9,26.9,27.5,0.285,"2.20%",2.2
"7402",196,"196WW07400652492840",4.87,16.7,16.3,0.104,"2.50%",2.5
"7403",196,"196WW07400652492840",4.92,26.4,27.1,0.277,"2.70%",2.7
"7404",196,"196WW07400652492840",4.91,23.9,23.7,0.218,"0.80%",0.8
"7405",196,"196WW07400652492840",4.89,25.8,22.7,0.226,"13.70%",13.7
"7406",197,"197CK139832492922",3.1,18.5,18.1,0.082,"2.20%",2.2
"7407",197,"197CK139832492922",3.09,16,15.7,0.061,"1.90%",1.9
"7408",197,"197CK139832492922",3.12,18,18.2,0.08,"1.10%",1.1
"7409",197,"197CK139832492922",3.09,17,16.8,0.069,"1.20%",1.2
"7410",197,"197CK139832492922",3.1,24.6,24.2,0.145,"1.70%",1.7
"7411",197,"197CK139832492922",3.11,22.5,22.3,0.123,"0.90%",0.9
"7412",197,"197CK139832492922",3.1,14.9,15.2,0.055,"2.00%",2
"7413",197,"197CK139832492922",3.09,20.4,20,0.099,"2.00%",2
"7414",197,"197CK139832492922",3.08,18.4,17.5,0.078,"5.10%",5.1
"7415",197,"197CK139832492922",3.1,20.5,20.2,0.101,"1.50%",1.5
"7416",197,"197CK139832492922",3.09,16.4,16.4,0.065,"0.00%",0
"7417",197,"197CK139832492922",3.09,18.3,18.7,0.083,"2.20%",2.2
"7418",197,"197CK139832492922",3.1,18,17,0.075,"5.90%",5.9
"7419",197,"197CK139832492922",3.06,18.7,17.2,0.077,"8.70%",8.7
"7420",197,"197CK139832492922",3.1,21,20.5,0.105,"2.40%",2.4
"7421",197,"197CK139832492922",3.1,18.5,18.5,0.083,"0.00%",0
"7422",197,"197CK139832492922",3.06,20,20.2,0.097,"1.00%",1
"7423",197,"197CK139832492922",3.1,24.4,24.2,0.144,"0.80%",0.8
"7424",197,"197CK139832492922",3.11,21.7,21.9,0.116,"0.90%",0.9
"7425",197,"197CK139832492922",3.07,21.6,21.7,0.113,"0.50%",0.5
"7426",197,"197CK139832492922",3.06,15,15,0.054,"0.00%",0
"7427",197,"197CK139832492922",3.07,19.5,20.3,0.095,"4.10%",4.1
"7428",197,"197CK139832492922",3.09,18.3,18.4,0.082,"0.50%",0.5
"7429",197,"197CK139832492922",3.11,21.3,20.6,0.107,"3.40%",3.4
"7430",197,"197CK139832492922",3.09,17,16.3,0.067,"4.30%",4.3
"7431",197,"197CK139832492922",3.08,18,18.1,0.079,"0.60%",0.6
"7432",197,"197CK139832492922",3.09,23.7,22.3,0.128,"6.30%",6.3
"7433",197,"197CK139832492922",3.08,17.1,16.7,0.069,"2.40%",2.4
"7434",197,"197CK139832492922",3.1,17.7,18.8,0.081,"6.20%",6.2
"7435",197,"197CK139832492922",3.08,16.9,16.5,0.067,"2.40%",2.4
"7436",197,"197CK139832492922",3.1,16.9,15.5,0.064,"9.00%",9
"7437",197,"197CK139832492922",3.08,26.1,24.2,0.153,"7.90%",7.9
"7438",197,"197CK139832492922",3.1,21.7,21,0.111,"3.30%",3.3
"7439",197,"197CK139832492922",3.08,30.2,34.6,0.254,"14.60%",14.6
"7440",197,"197CK139832492922",3.1,17.8,16.8,0.073,"6.00%",6
"7441",197,"197CK139832492922",3.09,21.3,20.6,0.107,"3.40%",3.4
"7442",197,"197CK139832492922",3.11,19.7,19.5,0.094,"1.00%",1
"7443",197,"197CK139832492922",3.07,17.2,16.9,0.07,"1.80%",1.8
"7444",197,"197CK139832492922",3.1,19,18.6,0.086,"2.20%",2.2
"7445",197,"197CK139832492922",3.1,28.7,29.3,0.205,"2.10%",2.1
"7446",197,"197CK139832492922",2.97,15.3,15.4,0.055,"0.70%",0.7
"7447",197,"197CK139832492922",3.1,16.1,16,0.063,"0.60%",0.6
"7448",197,"197CK139832492922",3.1,18.5,18.1,0.082,"2.20%",2.2
"7449",197,"197CK139832492922",3.09,16,15.7,0.061,"1.90%",1.9
"7450",197,"197CK139832492922",3.12,18,18.2,0.08,"1.10%",1.1
"7451",197,"197CK139832492922",3.09,17,16.8,0.069,"1.20%",1.2
"7452",197,"197CK139832492922",3.1,24.6,24.2,0.145,"1.70%",1.7
"7453",197,"197CK139832492922",3.11,22.5,22.3,0.123,"0.90%",0.9
"7454",197,"197CK139832492922",3.1,14.9,15.2,0.055,"2.00%",2
"7455",197,"197CK139832492922",3.09,20.4,20,0.099,"2.00%",2
